| Nr. | VB | Xbest |
 | 419 | -0,184743620876639 | 1,76305480745551 |
 | 420 | 0,301861438231637 | 1,76305480745551 |
 | 421 | 0,136088870025091 | 1,76305480745551 |
 | 422 | -0,14451942469124 | 1,76305480745551 |
 | 423 | -0,0648455756128723 | 1,76305480745551 |
 | 424 | -0,28880142967244 | 1,76305480745551 |
 | 425 | -1,35294734723868 | 1,76305480745551 |
 | 426 | -0,262248915465072 | 1,76305480745551 |
 | 427 | -0,313500234748038 | 1,76305480745551 |
 | 428 | -0,743057625369928 | 1,76305480745551 |
 | 429 | -0,306841990857031 | 1,76305480745551 |
 | 430 | -0,179886954250553 | 1,76305480745551 |
 | 431 | 0,0469373765812951 | 1,76305480745551 |
 | 432 | -0,796451364363954 | 1,76305480745551 |
 | 433 | -1,32810476817577 | 1,76305480745551 |
 | 434 | 0,145082088031417 | 1,76305480745551 |
 | 435 | -0,00411290873596466 | 1,76305480745551 |
 | 436 | 0,0820947115778628 | 1,76305480745551 |
 | 437 | 0,0227165744503234 | 1,76305480745551 |
 | 438 | 1,4022890986647 | 1,76305480745551 |
 | 439 | -0,268133652842754 | 1,76305480745551 |
 | 440 | 0,0188955193133696 | 1,76305480745551 |
 | 441 | 0,028529402012434 | 1,76305480745551 |
 | 442 | -0,38108969231885 | 1,76305480745551 |
 | 443 | -0,0169293943330571 | 1,76305480745551 |
 | 444 | -0,0446967760112355 | 1,76305480745551 |
 | 445 | 0,376631965906356 | 1,76305480745551 |
 | 446 | -0,257841475078099 | 1,76305480745551 |
 | 447 | -0,414860927408389 | 1,76305480745551 |
 | 448 | -0,215326427722284 | 1,76305480745551 |
 | 449 | 0,0387973524214909 | 1,76305480745551 |
 | 450 | 1,27500759829996 | 1,76305480745551 |
 | 451 | 0,275022755225975 | 1,76305480745551 |
 | 452 | -1,02772438436838 | 1,76305480745551 |
 | 453 | -0,540887983172553 | 1,76305480745551 |
 | 454 | -0,663000913877903 | 1,76305480745551 |
 | 455 | -0,309870951278429 | 1,76305480745551 |
 | 456 | 0,0106690564441047 | 1,76305480745551 |
 | 457 | 0,758143122053074 | 1,76305480745551 |
 | 458 | -0,739994629001439 | 1,76305480745551 |
 | 459 | 1,76305480745551 | 1,76305480745551 |
 | 460 | -0,327408764936052 | 1,76305480745551 |
 | 461 | -0,0487159027901591 | 1,76305480745551 |
 | 462 | -0,103775355403526 | 1,76305480745551 |
 | 463 | -0,021176071707507 | 1,76305480745551 |
 | 464 | -0,493762976820642 | 1,76305480745551 |
 | 465 | -0,0173267842754362 | 1,76305480745551 |
 | 466 | 0,46793672846843 | 1,76305480745551 |
 | 467 | 1,35671401461222 | 1,76305480745551 |
 | 468 | -0,184743620876639 | 1,76305480745551 |
 | 469 | 0,301861438231637 | 1,76305480745551 |
 | 470 | 0,136088870025091 | 1,76305480745551 |
 | 471 | -0,14451942469124 | 1,76305480745551 |
 | 472 | -0,0648455756128723 | 1,76305480745551 |
 | 473 | -0,28880142967244 | 1,76305480745551 |
 | 474 | -1,35294734723868 | 1,76305480745551 |
 | 475 | -0,262248915465072 | 1,76305480745551 |
 | 476 | -0,313500234748038 | 1,76305480745551 |
 | 477 | -0,743057625369928 | 1,76305480745551 |
 | 478 | -0,306841990857031 | 1,76305480745551 |
 | 479 | -0,179886954250553 | 1,76305480745551 |
 | 480 | 0,0469373765812951 | 1,76305480745551 |
 | 481 | -0,796451364363954 | 1,76305480745551 |
 | 482 | -1,32810476817577 | 1,76305480745551 |
 | 483 | 0,145082088031417 | 1,76305480745551 |
 | 484 | -0,00411290873596466 | 1,76305480745551 |
 | 485 | 0,0820947115778628 | 1,76305480745551 |
 | 486 | 0,0227165744503234 | 1,76305480745551 |
 | 487 | 1,4022890986647 | 1,76305480745551 |
 | 488 | -0,268133652842754 | 1,76305480745551 |
 | 489 | 0,0188955193133696 | 1,76305480745551 |
 | 490 | 0,028529402012434 | 1,76305480745551 |
 | 491 | -0,38108969231885 | 1,76305480745551 |
 | 492 | -0,0169293943330571 | 1,76305480745551 |
 | 493 | -0,0446967760112355 | 1,76305480745551 |
 | 494 | 0,376631965906356 | 1,76305480745551 |
 | 495 | -0,257841475078099 | 1,76305480745551 |
 | 496 | -0,414860927408389 | 1,76305480745551 |
 | 497 | -0,215326427722284 | 1,76305480745551 |
 | 498 | 0,0387973524214909 | 1,76305480745551 |
 | 499 | 1,27500759829996 | 1,76305480745551 |
 | 500 | 0,275022755225975 | 1,76305480745551 |
 | 501 | -1,02772438436838 | 1,76305480745551 |
 | 502 | -0,540887983172553 | 1,76305480745551 |
 | 503 | -0,663000913877903 | 1,76305480745551 |
 | 504 | -0,309870951278429 | 1,76305480745551 |
 | 505 | 0,0106690564441047 | 1,76305480745551 |
 | 506 | 0,758143122053074 | 1,76305480745551 |
 | 507 | -0,739994629001439 | 1,76305480745551 |
 | 508 | 1,76305480745551 | 1,76305480745551 |
 | 509 | -0,327408764936052 | 1,76305480745551 |
